"score","medication","name"
100,"Enoxaparin Sodium 40 MG/0.4ML Subcutaneous Solution","0.4 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe"
100,"Enoxaparin Sodium 60 MG/0.6ML Subcutaneous Solution","0.6 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe"
100,"Enoxaparin Sodium 80 MG/0.8ML Subcutaneous Solution","0.8 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe"
100,"Epivir 10 MG/ML Oral Solution","Lamivudine 10 MG/ML Oral Solution [Epivir]"
100,"Epivir 150 MG Oral Tablet","Lamivudine 150 MG Oral Tablet [Epivir]"
100,"Epivir 300 MG Oral Tablet","Lamivudine 300 MG Oral Tablet [Epivir]"
100,"Eplerenone 25 MG Oral Tablet","eplerenone 25 MG Oral Tablet"
100,"Eplerenone 50 MG Oral Tablet","eplerenone 50 MG Oral Tablet"
100,"Ergocalciferol 50000 UNIT Oral Capsule","Ergocalciferol 50000 UNT Oral Capsule"
100,"Ergocalciferol 8000 UNIT/ML Oral Solution","Ergocalciferol 8000 UNT/ML Oral Solution"
100,"Errin 0.35 MG Oral Tablet","{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Errin 28 Day]"
100,"Erythromycin 5 MG/GM Ophthalmic Ointment","Erythromycin 0.005 MG/MG Ophthalmic Ointment"
100,"Erythromycin Ethylsuccinate 400 MG Oral Tablet","Erythromycin Ethylsuccinate 400 MG Oral Tablet"
100,"Estradiol 0.05 MG/24HR Transdermal Patch Weekly","168 HR Estradiol 0.00208 MG/HR Transdermal Patch"
100,"Estradiol 0.1 MG/24HR Transdermal Patch Weekly","168 HR Estradiol 0.00417 MG/HR Transdermal Patch"
100,"Estradiol 0.5 MG Oral Tablet","Estradiol 0.5 MG Oral Tablet"
100,"Estradiol 2 MG Oral Tablet","Estradiol 2 MG Oral Tablet"
100,"Estring 2 MG Vaginal Ring","90 DAY Estradiol 0.000313 MG/HR Vaginal Ring [Estring]"
100,"Ethambutol HCl 400 MG Oral Tablet","Ethambutol Hydrochloride 400 MG Oral Tablet"
100,"Ethosuximide 250 MG Oral Capsule","Ethosuximide 250 MG Oral Capsule"
100,"Ethosuximide 250 MG/5ML Oral Solution","Ethosuximide 50 MG/ML Oral Solution"
100,"Etodolac 400 MG Oral Tablet","Etodolac 400 MG Oral Tablet"
100,"Etoposide 50 MG Oral Capsule","Etoposide 50 MG Oral Capsule"
100,"Evista 60 MG Oral Tablet","Raloxifene Hydrochloride 60 MG Oral Tablet [Evista]"
100,"Evoxac 30 MG Oral Capsule","cevimeline 30 MG Oral Capsule [Evoxac]"
100,"Famciclovir 500 MG Oral Tablet","famciclovir 500 MG Oral Tablet"
100,"Famotidine 20 MG Oral Tablet","Famotidine 20 MG Oral Tablet"
100,"Famotidine 40 MG Oral Tablet","Famotidine 40 MG Oral Tablet"
100,"Felbatol 400 MG Oral Tablet","felbamate 400 MG Oral Tablet [Felbatol]"
100,"Felbatol 600 MG Oral Tablet","felbamate 600 MG Oral Tablet [Felbatol]"
100,"Felbatol 600 MG/5ML Oral Suspension","felbamate 120 MG/ML Oral Suspension [Felbatol]"
100,"Felodipine 10 MG Oral Tablet Extended Release 24 Hour","24 HR Felodipine 10 MG Extended Release Oral Tablet"
100,"Felodipine 5 MG Oral Tablet Extended Release 24 Hour","24 HR Felodipine 5 MG Extended Release Oral Tablet"
100,"Femara 2.5 MG Oral Tablet","letrozole 2.5 MG Oral Tablet [Femara]"
100,"Femcon Fe 0.4-35 MG-MCG Oral Tablet Chewable","{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Chewable Tablet) / 7 (Ferrous fumarate 75 MG Chewable Tablet) } Pack [Femcon Fe 28 Day]"
100,"Fenofibrate 160 MG Oral Tablet","Fenofibrate 160 MG Oral Tablet"
100,"Fenofibrate 54 MG Oral Tablet","Fenofibrate 54 MG Oral Tablet"
100,"Fenofibrate Micronized 134 MG Oral Capsule","Fenofibrate 134 MG Oral Capsule"
100,"Fenofibrate Micronized 200 MG Oral Capsule","Fenofibrate 200 MG Oral Capsule"
100,"Fenofibrate Micronized 67 MG Oral Capsule","Fenofibrate 67 MG Oral Capsule"
100,"FentaNYL 100 MCG/HR Transdermal Patch 72 Hour","72 HR Fentanyl 0.1 MG/HR Transdermal Patch"
100,"FentaNYL 12 MCG/HR Transdermal Patch 72 Hour","72 HR Fentanyl 0.012 MG/HR Transdermal Patch"
100,"FentaNYL 25 MCG/HR Transdermal Patch 72 Hour","72 HR Fentanyl 0.025 MG/HR Transdermal Patch"
100,"FentaNYL 50 MCG/HR Transdermal Patch 72 Hour","72 HR Fentanyl 0.05 MG/HR Transdermal Patch"
100,"Ferrous Gluconate 325 MG TABS","ferrous gluconate 325 MG Oral Tablet"
100,"Fexofenadine HCl 180 MG Oral Tablet","Fexofenadine hydrochloride 180 MG Oral Tablet"
100,"Fexofenadine HCl 30 MG Oral Tablet","Fexofenadine hydrochloride 30 MG Oral Tablet"
100,"Fexofenadine HCl 60 MG Oral Tablet","Fexofenadine hydrochloride 60 MG Oral Tablet"
100,"Finasteride 5 MG Oral Tablet","Finasteride 5 MG Oral Tablet"
100,"Fish Oil 1000 MG Oral Capsule","docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule"
100,"Flagyl 500 MG Oral Tablet","Metronidazole 500 MG Oral Tablet [Flagyl]"
100,"Flecainide Acetate 100 MG Oral Tablet","Flecainide Acetate 100 MG Oral Tablet"
100,"Flecainide Acetate 150 MG Oral Tablet","Flecainide Acetate 150 MG Oral Tablet"
100,"Flecainide Acetate 50 MG Oral Tablet","Flecainide Acetate 50 MG Oral Tablet"
100,"Flexeril 10 MG Oral Tablet","Cyclobenzaprine hydrochloride 10 MG Oral Tablet [Flexeril]"
100,"Flexeril 5 MG Oral Tablet","Cyclobenzaprine hydrochloride 5 MG Oral Tablet [Flexeril]"
100,"Flomax 0.4 MG Oral Capsule","Tamsulosin hydrochloride 0.4 MG Oral Capsule [Flomax]"
100,"Fluconazole 100 MG Oral Tablet","Fluconazole 100 MG Oral Tablet"
100,"Fluconazole 150 MG Oral Tablet","Fluconazole 150 MG Oral Tablet"
100,"Fluconazole 200 MG Oral Tablet","Fluconazole 200 MG Oral Tablet"
100,"Fludrocortisone Acetate 0.1 MG Oral Tablet","Fludrocortisone 0.1 MG Oral Tablet"
100,"Flunisolide 29 MCG/ACT (0.025%) Nasal Solution","flunisolide 0.029 MG/ACTUAT Nasal Spray"
100,"FLUoxetine HCl 10 MG Oral Capsule","Fluoxetine 10 MG Oral Capsule"
100,"FLUoxetine HCl 10 MG Oral Tablet","Fluoxetine 10 MG Oral Tablet"
100,"FLUoxetine HCl 20 MG Oral Capsule","Fluoxetine 20 MG Oral Capsule"
100,"FLUoxetine HCl 20 MG Oral Tablet","Fluoxetine 20 MG Oral Tablet"
100,"FLUoxetine HCl 40 MG Oral Capsule","Fluoxetine 40 MG Oral Capsule"
100,"FluPHENAZine HCl 10 MG Oral Tablet","Fluphenazine Hydrochloride 10 MG Oral Tablet"
100,"FluPHENAZine HCl 2.5 MG Oral Tablet","Fluphenazine Hydrochloride 2.5 MG Oral Tablet"
100,"FluPHENAZine HCl 5 MG Oral Tablet","Fluphenazine Hydrochloride 5 MG Oral Tablet"
100,"FluvoxaMINE Maleate 100 MG Oral Tablet","Fluvoxamine Maleate 100 MG Oral Tablet"
100,"FluvoxaMINE Maleate 50 MG Oral Tablet","Fluvoxamine Maleate 50 MG Oral Tablet"
100,"Focalin XR 10 MG Oral Capsule Extended Release 24 Hour","24 HR dexmethylphenidate hydrochloride 10 MG Extended Release Oral Capsule [Focalin]"
100,"Focalin XR 15 MG Oral Capsule Extended Release 24 Hour","24 HR dexmethylphenidate hydrochloride 15 MG Extended Release Oral Capsule [Focalin]"
100,"Focalin XR 20 MG Oral Capsule Extended Release 24 Hour","24 HR dexmethylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Focalin]"
100,"Focalin XR 30 MG Oral Capsule Extended Release 24 Hour","24 HR dexmethylphenidate hydrochloride 30 MG Extended Release Oral Capsule [Focalin]"
100,"Focalin XR 5 MG Oral Capsule Extended Release 24 Hour","24 HR dexmethylphenidate hydrochloride 5 MG Extended Release Oral Capsule [Focalin]"
100,"Folic Acid 1 MG Oral Tablet","Folic Acid 1 MG Oral Tablet"
100,"Folic Acid 5 MG Oral Capsule","Folic Acid 5 MG Oral Capsule"
100,"Foradil Aerolizer 12 MCG Inhalation Capsule","formoterol fumarate 0.012 MG/ACTUAT Inhalant Powder [Foradil]"
100,"Fortamet 1000 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 1000 MG Extended Release Oral Tablet [Fortamet]"
100,"Fortamet 500 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet]"
100,"Fosamax 70 MG Oral Tablet","Alendronic acid 70 MG Oral Tablet [Fosamax]"
100,"Fosamax Plus D 70-2800 MG-UNIT Oral Tablet","Alendronic acid 70 MG / Cholecalciferol 2800 UNT Oral Tablet [Fosamax Plus D]"
100,"Fosamax Plus D 70-5600 MG-UNIT Oral Tablet","Alendronic acid 70 MG / Cholecalciferol 5600 UNT Oral Tablet [Fosamax Plus D]"
100,"Fosinopril Sodium 10 MG Oral Tablet","Fosinopril Sodium 10 MG Oral Tablet"
100,"Fosinopril Sodium 20 MG Oral Tablet","Fosinopril Sodium 20 MG Oral Tablet"
100,"Fosinopril Sodium 40 MG Oral Tablet","Fosinopril Sodium 40 MG Oral Tablet"
100,"Frova 2.5 MG Oral Tablet","frovatriptan 2.5 MG Oral Tablet [Frova]"
100,"Furadantin 25 MG/5ML Oral Suspension","Nitrofurantoin 5 MG/ML Oral Suspension [Furadantin]"
100,"Furosemide 10 MG/ML Oral Solution","Furosemide 10 MG/ML Oral Solution"
100,"Furosemide 20 MG Oral Tablet","Furosemide 20 MG Oral Tablet"
100,"Furosemide 40 MG Oral Tablet","Furosemide 40 MG Oral Tablet"
100,"Furosemide 80 MG Oral Tablet","Furosemide 80 MG Oral Tablet"
100,"Gabapentin 100 MG Oral Capsule","gabapentin 100 MG Oral Capsule"
100,"Gabapentin 300 MG Oral Capsule","gabapentin 300 MG Oral Capsule"
100,"Gabapentin 400 MG Oral Capsule","gabapentin 400 MG Oral Capsule"
100,"Gabapentin 600 MG Oral Tablet","gabapentin 600 MG Oral Tablet"
100,"Galantamine Hydrobromide 16 MG Oral Capsule Extended Release 24 Hour","24 HR galantamine hydrobromide 16 MG Extended Release Oral Capsule"
100,"Galantamine Hydrobromide 24 MG Oral Capsule Extended Release 24 Hour","24 HR galantamine hydrobromide 24 MG Extended Release Oral Capsule"
100,"Galantamine Hydrobromide 4 MG Oral Tablet","Galantamine 4 MG Oral Tablet"
100,"Galantamine Hydrobromide 8 MG Oral Tablet","Galantamine 8 MG Oral Tablet"
100,"Gemfibrozil 600 MG Oral Tablet","Gemfibrozil 600 MG Oral Tablet"
100,"Gentamicin Sulfate 0.3 % Ophthalmic Solution","Gentamicin Sulfate (USP) 3 MG/ML Ophthalmic Solution"
100,"Gentamicin Sulfate 40 MG/ML Injection Solution","Gentamicin Sulfate (USP) 40 MG/ML Injectable Solution"
100,"Geodon 20 MG Oral Capsule","ziprasidone 20 MG Oral Capsule [Geodon]"
100,"Geodon 40 MG Oral Capsule","ziprasidone 40 MG Oral Capsule [Geodon]"
100,"Geodon 60 MG Oral Capsule","ziprasidone 60 MG Oral Capsule [Geodon]"
100,"Geodon 80 MG Oral Capsule","ziprasidone 80 MG Oral Capsule [Geodon]"
100,"Gilenya 0.5 MG Oral Capsule","fingolimod 0.5 MG Oral Capsule [Gilenya]"
100,"Glimepiride 1 MG Oral Tablet","glimepiride 1 MG Oral Tablet"
100,"Glimepiride 2 MG Oral Tablet","glimepiride 2 MG Oral Tablet"
100,"Glimepiride 4 MG Oral Tablet","glimepiride 4 MG Oral Tablet"
100,"GlipiZIDE 10 MG Oral Tablet","Glipizide 10 MG Oral Tablet"
100,"GlipiZIDE 10 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 10 MG Extended Release Oral Tablet"
100,"GlipiZIDE 2.5 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 2.5 MG Extended Release Oral Tablet"
100,"GlipiZIDE 5 MG Oral Tablet","Glipizide 5 MG Oral Tablet"
100,"GlipiZIDE 5 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 5 MG Extended Release Oral Tablet"
100,"GlipiZIDE XL 10 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 10 MG Extended Release Oral Tablet"
100,"GlipiZIDE XL 2.5 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 2.5 MG Extended Release Oral Tablet"
100,"GlipiZIDE XL 5 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 5 MG Extended Release Oral Tablet"
100,"Glucophage XR 500 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet [Glucophage]"
100,"Glucotrol XL 5 MG Oral Tablet Extended Release 24 Hour","24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]"
100,"Glumetza 1000 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza]"
100,"Glumetza 500 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza]"
100,"GlyBURIDE 1.25 MG Oral Tablet","Glyburide 1.25 MG Oral Tablet"
100,"GlyBURIDE 2.5 MG Oral Tablet","Glyburide 2.5 MG Oral Tablet"
100,"GlyBURIDE 5 MG Oral Tablet","Glyburide 5 MG Oral Tablet"
100,"GlyBURIDE Micronized 1.5 MG Oral Tablet","Glyburide 1.5 MG Oral Tablet"
100,"GlyBURIDE Micronized 3 MG Oral Tablet","Glyburide 3 MG Oral Tablet"
100,"Glycopyrrolate 1 MG Oral Tablet","Glycopyrrolate 1 MG Oral Tablet"
100,"Glycopyrrolate 2 MG Oral Tablet","Glycopyrrolate 2 MG Oral Tablet"
100,"Glyset 25 MG Oral Tablet","miglitol 25 MG Oral Tablet [Glyset]"
100,"Grifulvin V 500 MG Oral Tablet","Griseofulvin 500 MG Oral Tablet [Grifulvin V]"
100,"Gris-PEG 125 MG Oral Tablet","Griseofulvin 125 MG Oral Tablet [Gris-PEG]"
100,"Gris-PEG 250 MG Oral Tablet","Griseofulvin 250 MG Oral Tablet [Gris-PEG]"
100,"Griseofulvin Microsize 125 MG/5ML Oral Suspension","Griseofulvin 25 MG/ML Oral Suspension"
100,"Griseofulvin Ultramicrosize 250 MG Oral Tablet","Griseofulvin 250 MG Oral Tablet"
100,"GuaiFENesin 100 MG/5ML Oral Syrup","Guaifenesin 20 MG/ML Oral Solution"
100,"GuaiFENesin 200 MG Oral Tablet","Guaifenesin 200 MG Oral Tablet"
100,"GuaiFENesin 400 MG Oral Tablet","Guaifenesin 400 MG Oral Tablet"
100,"GuanFACINE HCl 1 MG Oral Tablet","Guanfacine 1 MG Oral Tablet"
100,"GuanFACINE HCl 2 MG Oral Tablet","Guanfacine 2 MG Oral Tablet"
100,"Haldol Decanoate 100 MG/ML Intramuscular Solution","haloperidol decanoate 100 MG/ML Injectable Solution [Haldol]"
100,"Haloperidol 0.5 MG Oral Tablet","Haloperidol 0.5 MG Oral Tablet"
100,"Haloperidol 1 MG Oral Tablet","Haloperidol 1 MG Oral Tablet"
100,"Haloperidol 10 MG Oral Tablet","Haloperidol 10 MG Oral Tablet"
100,"Haloperidol 2 MG Oral Tablet","Haloperidol 2 MG Oral Tablet"
100,"Haloperidol 5 MG Oral Tablet","Haloperidol 5 MG Oral Tablet"
100,"Haloperidol Decanoate 100 MG/ML Intramuscular Solution","haloperidol decanoate 100 MG/ML Injectable Solution"
100,"Haloperidol Decanoate 50 MG/ML Intramuscular Solution","haloperidol decanoate 50 MG/ML Injectable Solution"
100,"Hectorol 0.5 MCG Oral Capsule","Doxercalciferol 0.0005 MG Oral Capsule [Hectorol]"
100,"Hectorol 1 MCG Oral Capsule","Doxercalciferol 0.001 MG Oral Capsule [Hectorol]"
100,"HumaLOG KwikPen 100 UNIT/ML Subcutaneous Solution","3 ML Insulin Lispro 100 UNT/ML Prefilled Syringe [Humalog]"
100,"Humira 40 MG/0.8ML Subcutaneous Kit","0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]"
100,"Humira Pen 40 MG/0.8ML Subcutaneous Kit","0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira]"
100,"HumuLIN R 100 UNIT/ML Injection Solution","Regular Insulin, Human 100 UNT/ML Injectable Solution [Humulin R]"
100,"HydrALAZINE HCl 10 MG Oral Tablet","Hydralazine Hydrochloride 10 MG Oral Tablet"
100,"HydrALAZINE HCl 100 MG Oral Tablet","Hydralazine Hydrochloride 100 MG Oral Tablet"
100,"HydrALAZINE HCl 25 MG Oral Tablet","Hydralazine Hydrochloride 25 MG Oral Tablet"
100,"HydrALAZINE HCl 50 MG Oral Tablet","Hydralazine Hydrochloride 50 MG Oral Tablet"
100,"Hydrochlorothiazide 12.5 MG Oral Capsule","Hydrochlorothiazide 12.5 MG Oral Capsule"
100,"Hydrochlorothiazide 12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG Oral Tablet"
100,"Hydrochlorothiazide 25 MG Oral Tablet","Hydrochlorothiazide 25 MG Oral Tablet"
100,"Hydrochlorothiazide 50 MG Oral Tablet","Hydrochlorothiazide 50 MG Oral Tablet"
100,"Hydrocortisone 10 MG Oral Tablet","Hydrocortisone 10 MG Oral Tablet"
100,"Hydrocortisone 2.5 % Rectal Cream","Hydrocortisone 25 MG/ML Rectal Cream"
100,"Hydrocortisone 20 MG Oral Tablet","Hydrocortisone 20 MG Oral Tablet"
100,"Hydrocortisone Acetate 25 MG Rectal Suppository","hydrocortisone acetate 25 MG Rectal Suppository"
100,"HYDROmorphone HCl 2 MG Oral Tablet","Hydromorphone Hydrochloride 2 MG Oral Tablet"
100,"Hydroxychloroquine Sulfate 200 MG Oral Tablet","Hydroxychloroquine Sulfate 200 MG Oral Tablet"
100,"Hydroxyurea 500 MG Oral Capsule","hydroxyurea 500 MG Oral Capsule"
100,"HydrOXYzine HCl 10 MG Oral Tablet","Hydroxyzine Hydrochloride 10 MG Oral Tablet"
100,"HydrOXYzine HCl 10 MG/5ML Oral Solution","Hydroxyzine Hydrochloride 2 MG/ML Oral Solution"
100,"HydrOXYzine HCl 10 MG/5ML Oral Syrup","Hydroxyzine Hydrochloride 2 MG/ML Oral Solution"
100,"HydrOXYzine HCl 25 MG Oral Tablet","Hydroxyzine Hydrochloride 25 MG Oral Tablet"
100,"HydrOXYzine HCl 50 MG Oral Tablet","Hydroxyzine Hydrochloride 50 MG Oral Tablet"
100,"Hyoscyamine Sulfate 0.125 MG Sublingual Tablet Sublingual","Hyoscyamine Sulfate 0.125 MG Sublingual Tablet"
100,"Hyoscyamine Sulfate 0.125 MG/5ML Oral Elixir","Hyoscyamine Sulfate 0.025 MG/ML Oral Solution"
100,"Ibuprofen 100 MG/5ML Oral Suspension","Ibuprofen 20 MG/ML Oral Suspension"
100,"Ibuprofen 200 MG Oral Tablet","Ibuprofen 200 MG Oral Tablet"
100,"Ibuprofen 400 MG Oral Tablet","Ibuprofen 400 MG Oral Tablet"
100,"Ibuprofen 600 MG Oral Tablet","Ibuprofen 600 MG Oral Tablet"
100,"Ibuprofen 800 MG Oral Tablet","Ibuprofen 800 MG Oral Tablet"
100,"Ibuprofen Childrens 100 MG/5ML Oral Suspension","Ibuprofen 20 MG/ML Oral Suspension"
100,"Icar 15 MG Oral Tablet Chewable","Iron Carbonyl 15 MG Chewable Tablet [Icar]"
100,"Icar 15 MG/1.25ML Oral Suspension","Iron Carbonyl 12 MG/ML Oral Suspension [Icar]"
100,"Imdur 30 MG Oral Tablet Extended Release 24 Hour","24 HR Isosorbide Mononitrate 30 MG Extended Release Oral Tablet [Imdur]"
100,"Imitrex 100 MG Oral Tablet","Sumatriptan 100 MG Oral Tablet [Imitrex]"
100,"Imuran 50 MG Oral Tablet","Azathioprine 50 MG Oral Tablet [Imuran]"
100,"Indapamide 1.25 MG Oral Tablet","Indapamide 1.25 MG Oral Tablet"
100,"Indapamide 2.5 MG Oral Tablet","Indapamide 2.5 MG Oral Tablet"
100,"Inderal LA 60 MG Oral Capsule Extended Release 24 Hour","24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule [Inderal]"
100,"Inderal LA 80 MG Oral Capsule Extended Release 24 Hour","24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [Inderal]"
100,"Indomethacin 25 MG Oral Capsule","Indomethacin 25 MG Oral Capsule"
100,"Indomethacin 50 MG Oral Capsule","Indomethacin 50 MG Oral Capsule"
100,"Intelence 100 MG Oral Tablet","etravirine 100 MG Oral Tablet [Intelence]"
100,"Intuniv 1 MG Oral Tablet Extended Release 24 Hour","24 HR Guanfacine 1 MG Extended Release Oral Tablet [Intuniv]"
100,"Intuniv 2 MG Oral Tablet Extended Release 24 Hour","24 HR Guanfacine 2 MG Extended Release Oral Tablet [Intuniv]"
100,"Intuniv 3 MG Oral Tablet Extended Release 24 Hour","24 HR Guanfacine 3 MG Extended Release Oral Tablet [Intuniv]"
100,"Intuniv 4 MG Oral Tablet Extended Release 24 Hour","24 HR Guanfacine 4 MG Extended Release Oral Tablet [Intuniv]"
100,"Invega 6 MG Oral Tablet Extended Release 24 Hour","24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega]"
100,"Invega 9 MG Oral Tablet Extended Release 24 Hour","24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega]"
100,"Invirase 500 MG Oral Tablet","saquinavir mesylate 500 MG Oral Tablet [Invirase]"
100,"Ipratropium Bromide 0.02 % Inhalation Solution","Ipratropium Bromide 0.2 MG/ML Inhalant Solution"
100,"Isentress 400 MG Oral Tablet","raltegravir 400 MG Oral Tablet [ISENTRESS]"
100,"Isoniazid 300 MG Oral Tablet","isoniazid 300 MG Oral Tablet"
100,"Isosorbide Dinitrate 10 MG Oral Tablet","Isosorbide Dinitrate 10 MG Oral Tablet"
100,"Isosorbide Dinitrate 20 MG Oral Tablet","Isosorbide Dinitrate 20 MG Oral Tablet"
100,"Isosorbide Dinitrate 30 MG Oral Tablet","Isosorbide Dinitrate 30 MG Oral Tablet"
100,"Isosorbide Mononitrate 10 MG Oral Tablet","Isosorbide Mononitrate 10 MG Oral Tablet"
100,"ISOtretinoin 20 MG Oral Capsule","Isotretinoin 20 MG Oral Capsule"
100,"Itraconazole 100 MG Oral Capsule","Itraconazole 100 MG Oral Capsule"
100,"Januvia 100 MG Oral Tablet","sitagliptin 100 MG Oral Tablet [Januvia]"
100,"Januvia 25 MG Oral Tablet","sitagliptin 25 MG Oral Tablet [Januvia]"
100,"Januvia 50 MG Oral Tablet","sitagliptin 50 MG Oral Tablet [Januvia]"
100,"Junel 1/20 1-20 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Junel 1/20 21 Day]"
100,"Junel FE 1/20 1-20 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Junel Fe 1/20 28 Day]"
100,"Keppra 100 MG/ML Oral Solution","Levetiracetam 100 MG/ML Oral Solution [Keppra]"
100,"Keppra 1000 MG Oral Tablet","Levetiracetam 1000 MG Oral Tablet [Keppra]"
100,"Keppra 250 MG Oral Tablet","Levetiracetam 250 MG Oral Tablet [Keppra]"
100,"Keppra 500 MG Oral Tablet","Levetiracetam 500 MG Oral Tablet [Keppra]"
100,"Keppra 750 MG Oral Tablet","Levetiracetam 750 MG Oral Tablet [Keppra]"
100,"Keppra XR 500 MG Oral Tablet Extended Release 24 Hour","24 HR Levetiracetam 500 MG Extended Release Oral Tablet [Keppra]"
100,"Keppra XR 750 MG Oral Tablet Extended Release 24 Hour","24 HR Levetiracetam 750 MG Extended Release Oral Tablet [Keppra]"
100,"Ketoconazole 200 MG Oral Tablet","Ketoconazole 200 MG Oral Tablet"
100,"Ketorolac Tromethamine 10 MG Oral Tablet","Ketorolac Tromethamine 10 MG Oral Tablet"
100,"Kineret 100 MG/0.67ML Subcutaneous Solution","0.67 ML anakinra 149 MG/ML Prefilled Syringe [Kineret]"
100,"Klor-Con 10 10 MEQ Oral Tablet Extended Release","Potassium Chloride 10 MEQ Extended Release Oral Tablet [Klor-Con]"
100,"Klor-Con 8 MEQ Oral Tablet Extended Release","Potassium Chloride 8 MEQ Extended Release Oral Tablet [Klor-Con]"
100,"Klor-Con M10 10 MEQ Oral Tablet Extended Release","Potassium Chloride 10 MEQ Extended Release Oral Tablet [Klor-Con]"
100,"Klor-Con M20 20 MEQ Oral Tablet Extended Release","Potassium Chloride 20 MEQ Extended Release Oral Tablet [Klor-Con]"
100,"L-Arginine 1000 MG Oral Tablet","Arginine 1000 MG Oral Tablet"
100,"Labetalol HCl 100 MG Oral Tablet","Labetalol hydrochloride 100 MG Oral Tablet"
100,"Labetalol HCl 200 MG Oral Tablet","Labetalol hydrochloride 200 MG Oral Tablet"
100,"Labetalol HCl 300 MG Oral Tablet","Labetalol hydrochloride 300 MG Oral Tablet"
100,"Lactulose 10 GM/15ML Oral Solution","Lactulose 667 MG/ML Oral Solution"
100,"LaMICtal 100 MG Oral Tablet","lamotrigine 100 MG Oral Tablet [Lamictal]"
100,"LaMICtal 150 MG Oral Tablet","lamotrigine 150 MG Oral Tablet [Lamictal]"
100,"LaMICtal 200 MG Oral Tablet","lamotrigine 200 MG Oral Tablet [Lamictal]"
100,"LaMICtal 25 MG Oral Tablet","lamotrigine 25 MG Oral Tablet [Lamictal]"
100,"LaMICtal XR 100 MG Oral Tablet Extended Release 24 Hour","24 HR lamotrigine 100 MG Extended Release Oral Tablet [Lamictal]"
