"medication","medication_definition_id","indications","rxcui","score","rank","nAtoms","name","synonym","tty","language","suppress","umlscui","ttypriority"
"Myfortic 180 MG Oral Tablet Delayed Release",115581,1,616450,100,1,7,"Mycophenolic Acid 180 MG Delayed Release Oral Tablet [Myfortic]","Myfortic 180 MG Delayed Release Oral Tablet","SBD","ENG","N","C1614305",2
"MyKidz Iron 10 15 MG/1.5ML Oral Suspension",138593,1,1012609,82,1,5,"ferrous sulfate 10 MG/ML Oral Suspension [MyKidz Iron]","MyKidz Iron 10 MG/ML Oral Suspension","SBD","ENG","N","C2938636",2
"MyKidz Iron 10 MG/2ML Oral Suspension",136272,1,1012609,88,1,5,"ferrous sulfate 10 MG/ML Oral Suspension [MyKidz Iron]","MyKidz Iron 10 MG/ML Oral Suspension","SBD","ENG","N","C2938636",2
"Nabumetone 500 MG Oral Tablet",97591,3,311892,100,1,17,"nabumetone 500 MG Oral Tablet","","SCD","ENG","N","C0978874",1
"Nabumetone 750 MG Oral Tablet",97592,3,311893,100,1,17,"nabumetone 750 MG Oral Tablet","","SCD","ENG","N","C0978875",1
"Nadolol 40 MG Oral Tablet",16330,1,198007,100,1,17,"Nadolol 40 MG Oral Tablet","","SCD","ENG","N","C0689707",1
"Nadolol 80 MG Oral Tablet",16331,1,198008,100,1,16,"Nadolol 80 MG Oral Tablet","","SCD","ENG","N","C0689708",1
"Naftin 1 % External Cream",16333,1,896112,60,1,8,"Naftifine hydrochloride 10 MG/ML Topical Cream [Naftin]","Naftin 1 % Topical Cream","SBD","ENG","N","C0708225",2
"Namenda 10 MG Oral Tablet",114718,16,996563,100,1,17,"Memantine hydrochloride 10 MG Oral Tablet [Namenda]","Namenda 10 MG Oral Tablet","SBD","ENG","N","C1329878",2
"Namenda 5 MG Oral Tablet",115372,8,996574,100,1,11,"Memantine hydrochloride 5 MG Oral Tablet [Namenda]","Namenda 5 MG Oral Tablet","SBD","ENG","N","C1329877",2
"Namenda Titration Pak 5 (28)-10 (21) MG Oral Tablet",115549,6,996634,62,1,1,"{21 (Memantine hydrochloride 10 MG Oral Tablet [Namenda]) / 28 (Memantine hydrochloride 5 MG Oral Tablet [Namenda]) } Pack [Namenda 49 Titration Pack]","Namenda 49 (5 MG / 10 MG) Titration Pack","BPCK","ENG","N","C1878100",12
"Naphcon-A 0.025-0.3 % Ophthalmic Solution",16360,2,1046266,100,1,8,"Naphazoline Hydrochloride 0.25 MG/ML / Pheniramine Maleate 3 MG/ML Ophthalmic Solution [Naphcon A]","Naphcon A 0.025 % / 0.3 % Ophthalmic Solution","SBD","ENG","N","C1813574",2
"Naproxen 125 MG/5ML Oral Suspension",26443,1,311913,100,1,17,"Naproxen 25 MG/ML Oral Suspension","naproxen 125 MG per 5 ML Oral Suspension","SCD","ENG","N","C0978905",1
"Naproxen 250 MG Oral Tablet",2713,13,198013,100,1,44,"Naproxen 250 MG Oral Tablet","","SCD","ENG","N","C0689728",1
"Naproxen 375 MG Oral Tablet",16363,10,198012,100,1,56,"Naproxen 375 MG Oral Tablet","","SCD","ENG","N","C0689726",1
"Naproxen 500 MG Oral Tablet",2716,72,198014,100,1,76,"Naproxen 500 MG Oral Tablet","","SCD","ENG","N","C0689729",1
"Naproxen Sodium 220 MG Oral Tablet",20638,2,849574,100,1,28,"Naproxen sodium 220 MG Oral Tablet","naproxen sodium 220 MG (as naproxen 200 MG) Oral Tablet","SCD","ENG","N","C0691628",1
"Naproxen Sodium 550 MG Oral Tablet",18721,4,849431,100,1,34,"Naproxen sodium 550 MG Oral Tablet","naproxen sodium 550 MG (as naproxen 500 MG) Oral Tablet","SCD","ENG","N","C2684483",1
"Naratriptan HCl 2.5 MG Oral Tablet",158551,1,314135,100,1,18,"naratriptan 2.5 MG Oral Tablet","naratriptan (as naratriptan hydrochloride) 2.5 MG Oral Tablet","SCD","ENG","N","C0981623",1
"Nasacort AQ 55 MCG/ACT Nasal Aerosol Solution",28635,10,1085799,50,1,8,"120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler [Nasacort]","Nasacort 55 MCG/ACTUAT Nasal Inhaler, 120 ACTUAT","SBD","ENG","N","C1995845",2
"Nascobal 500 MCG/0.1ML Nasal Solution",133231,1,861115,78,1,11,"Vitamin B 12 0.5 MG/ACTUAT Nasal Spray [Nascobal]","Nascobal 0.5 MG/ACTUAT Nasal Spray","SBD","ENG","N","C1628417",2
"Nasonex 50 MCG/ACT Nasal Suspension",24104,21,746201,50,1,11,"120 ACTUAT mometasone furoate 0.05 MG/ACTUAT Nasal Inhaler [Nasonex]","Nasonex 50 MCG/ACTUAT Nasal Inhaler, 120 ACTUAT","SBD","ENG","N","C0594491",2
"Nateglinide 120 MG Oral Tablet",153759,3,311919,100,1,15,"nateglinide 120 MG Oral Tablet","","SCD","ENG","N","C0978914",1
"Nateglinide 60 MG Oral Tablet",153777,2,314142,100,1,14,"nateglinide 60 MG Oral Tablet","","SCD","ENG","N","C0981630",1
"Necon 1/35 (28) 1-35 MG-MCG Oral Tablet",30992,3,751879,90,1,9,"{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Necon 1/35 28 Day]","Necon 1/35 28 Day Pack","BPCK","ENG","N","C0981629",12
"Neomycin-Polymyxin-Dexameth 3.5-10000-0.1 Ophthalmic Suspension",159319,1,309680,67,2,6,"Dexamethasone 1 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Ophthalmic Suspension","dexamethasone 0.1 % / neomycin 0.35 % / polymyxin B 10,000 UNT per ML Ophthalmic Suspension","SCD","ENG","N","C0976117",1
"Neomycin-Polymyxin-HC 3.5-10000-1 Ophthalmic Suspension",113458,1,310687,64,1,6,"Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension","hydrocortisone 10 MG / neomycin 3.5 MG / polymyxin B 10,000 UNT per 1 ML Otic Suspension","SCD","ENG","N","C0977362",1
"Neomycin-Polymyxin-HC 3.5-10000-1 Otic Solution",111514,5,204423,80,1,8,"Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Solution","hydrocortisone 10 MG / neomycin 3.5 MG / polymyxin B 10,000 UNT per ML Otic Solution","SCD","ENG","N","C0702720",1
"Neomycin-Polymyxin-HC 3.5-10000-1 Otic Suspension",98130,2,310687,80,1,6,"Hydrocortisone 10 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 10000 UNT/ML Otic Suspension","hydrocortisone 10 MG / neomycin 3.5 MG / polymyxin B 10,000 UNT per 1 ML Otic Suspension","SCD","ENG","N","C0977362",1
"Neoral 100 MG Oral Capsule",22045,1,835911,100,1,12,"cyclosporine, modified 100 MG Oral Capsule [Neoral]","Neoral 100 MG Oral Capsule","SBD","ENG","N","C0361697",2
"Neoral 25 MG Oral Capsule",22044,2,835909,100,1,13,"cyclosporine, modified 25 MG Oral Capsule [Neoral]","Neoral 25 MG Oral Capsule","SBD","ENG","N","C0361699",2
"Nephron FA Oral Tablet",16474,4,619044,80,1,1,"Folic Acid Oral Tablet","","SCDF","ENG","N","C1703213",3
"Neurontin 800 MG Oral Tablet",25292,1,261281,100,1,7,"gabapentin 800 MG Oral Tablet [Neurontin]","Neurontin 800 MG Oral Tablet","SBD","ENG","N","C0875769",2
"NexAVAR 200 MG Oral Tablet",133323,6,615979,100,1,9,"sorafenib 200 MG Oral Tablet [Nexavar]","Nexavar 200 MG Oral Tablet","SBD","ENG","N","C1697253",2
"NexIUM 10 MG Oral Packet",146629,5,861570,63,1,5,"Esomeprazole 0.667 MG/ML Oral Suspension [Nexium]","Nexium 0.667 MG/ML Oral Suspension","SBD","ENG","N","C2343719",2
"NexIUM 20 MG Oral Capsule Delayed Release",98651,13,606728,100,1,19,"Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium]","Nexium 20 MG Delayed Release Oral Capsule","SBD","ENG","N","C1637815",2
"NexIUM 20 MG Oral Packet",136324,2,861576,63,1,4,"Esomeprazole 1.33 MG/ML Oral Suspension [Nexium]","Nexium 1.33 MG/ML Oral Suspension","SBD","ENG","N","C1876474",2
"NexIUM 40 MG Oral Capsule Delayed Release",98652,40,606731,100,1,18,"Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium]","Nexium 40 MG Delayed Release Oral Capsule","SBD","ENG","N","C1638385",2
"NexIUM 40 MG Oral Packet",136323,2,861583,63,1,4,"Esomeprazole 2.67 MG/ML Oral Suspension [Nexium]","Nexium 2.67 MG/ML Oral Suspension","SBD","ENG","N","C1876475",2
"Niacin 250 MG Oral Tablet",16497,1,199143,100,1,15,"Niacin 250 MG Oral Tablet","vit-B3 250 MG Oral Tablet","SCD","ENG","N","C0692463",1
"Niacin 500 MG Oral Tablet",18804,1,198024,100,1,17,"Niacin 500 MG Oral Tablet","vit-B3 500 MG Oral Tablet","SCD","ENG","N","C0689750",1
"Niacin CR 1000 MG Oral Tablet Extended Release",18805,1,1098134,80,1,5,"24 HR Niacin 1000 MG Extended Release Oral Tablet","24 HR vit-B3 1000 MG Extended Release Oral Tablet","SCD","ENG","N","C3152802",1
"Niacin CR 500 MG Oral Capsule Extended Release",16495,1,311959,80,1,12,"Niacin 500 MG Extended Release Oral Capsule","vit-B3 500 MG Extended Release Oral Capsule","SCD","ENG","N","C0978966",1
"Niacin CR 500 MG Oral Tablet Extended Release",18807,1,311960,78,2,8,"Niacin 500 MG Extended Release Oral Tablet","vit-B3 500 MG Extended Release Oral Tablet","SCD","ENG","N","C0978967",1
"Niaspan 1000 MG Oral Tablet Extended Release",29962,3,1098135,88,1,12,"24 HR Niacin 1000 MG Extended Release Oral Tablet [Niaspan]","24 HR Niaspan 1000 MG Extended Release Oral Tablet","SBD","ENG","N","C3152803",2
"Niaspan 500 MG Oral Tablet Extended Release",29961,9,311946,100,1,6,"Niacin 500 MG Extended Release Oral Tablet [Niaspan]","Niaspan 500 MG Extended Release Oral Tablet","SBD","ENG","N","C0978952",2
"Niaspan 750 MG Oral Tablet Extended Release",24025,3,317015,100,1,6,"Niacin 750 MG Extended Release Oral Tablet [Niaspan]","Niaspan 750 MG Extended Release Oral Tablet","SBD","ENG","N","C0991594",2
"Nicotine 14 MG/24HR Transdermal Patch 24 Hour",97792,3,198029,100,1,11,"24 HR Nicotine 0.583 MG/HR Transdermal Patch","nicotine 0.583 MG/HR 24 HR Transdermal Patch","SCD","ENG","N","C0689760",1
"Nicotine 21 MG/24HR Transdermal Patch 24 Hour",97793,3,198030,100,1,12,"24 HR Nicotine 0.875 MG/HR Transdermal Patch","nicotine 0.875 MG/HR 24 HR Transdermal Patch","SCD","ENG","N","C0689761",1
"Nicotine 7 MG/24HR Transdermal Patch 24 Hour",97790,1,198031,100,1,9,"24 HR Nicotine 0.292 MG/HR Transdermal Patch","nicotine 0.292 MG/HR 24 HR Transdermal Patch","SCD","ENG","N","C0689763",1
"Nicotine Polacrilex 2 MG Mouth/Throat Gum",97593,1,314119,71,1,12,"Nicotine 2 MG Chewing Gum","nicotine 2 MG (as nicotine polacrilex 11.1 MG) Chewing Gum","SCD","ENG","N","C0981604",1
"Nifediac CC 30 MG Oral Tablet Extended Release 24 Hour",115155,1,880433,100,1,6,"24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifediac]","24 HR Nifediac CC 30 MG Extended Release Oral Tablet","SBD","ENG","N","C1329315",2
"Nifediac CC 90 MG Oral Tablet Extended Release 24 Hour",129039,2,880437,100,1,8,"24 HR Nifedipine 90 MG Extended Release Oral Tablet [Nifediac]","24 HR Nifediac CC 90 MG Extended Release Oral Tablet","SBD","ENG","N","C1586411",2
"Nifedical XL 30 MG Oral Tablet Extended Release 24 Hour",115358,5,360394,100,1,9,"24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifedical]","24 HR Nifedical 30 MG Extended Release Oral Tablet","SBD","ENG","N","C1178599",2
"Nifedical XL 60 MG Oral Tablet Extended Release 24 Hour",115326,3,351438,100,1,10,"24 HR Nifedipine 60 MG Extended Release Oral Tablet [Nifedical]","24 HR Nifedical 60 MG Extended Release Oral Tablet","SBD","ENG","N","C1169015",2
"NIFEdipine 30 MG Oral Tablet Extended Release 24 Hour",128474,6,198034,100,1,8,"24 HR Nifedipine 30 MG Extended Release Oral Tablet","nifedipine 30 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C0689768",1
"NIFEdipine 60 MG Oral Tablet Extended Release 24 Hour",128646,4,198035,100,1,8,"24 HR Nifedipine 60 MG Extended Release Oral Tablet","nifedipine 60 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C0689769",1
"NIFEdipine 90 MG Oral Tablet Extended Release 24 Hour",114832,2,198036,100,1,8,"24 HR Nifedipine 90 MG Extended Release Oral Tablet","nifedipine 90 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C0689770",1
"NIFEdipine CR Osmotic 30 MG Oral Tablet Extended Release 24 Hour",115123,6,672920,85,1,2,"24 HR Nifedipine 30 MG Extended Release Oral Tablet [Afeditab CR]","Afeditab CR 30 MG 24 HR Extended Release Oral Tablet","SBD","ENG","N","C1585734",2
"NIFEdipine CR Osmotic 60 MG Oral Tablet Extended Release 24 Hour",115153,4,672921,85,1,3,"24 HR Nifedipine 60 MG Extended Release Oral Tablet [Afeditab CR]","24 HR Afeditab CR 60 MG Extended Release Oral Tablet","SBD","ENG","N","C1629870",2
"NIFEdipine CR Osmotic 90 MG Oral Tablet Extended Release 24 Hour",115214,7,198036,75,1,8,"24 HR Nifedipine 90 MG Extended Release Oral Tablet","nifedipine 90 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C0689770",1
"Nitrofurantoin Macrocrystal 100 MG Oral Capsule",16517,5,311992,100,1,14,"Nitrofurantoin 100 MG Oral Capsule","nitrofurantoin 100 MG (as nitrofurantoin macrocrystals) Oral Capsule","SCD","ENG","N","C0979004",1
"Nitrofurantoin Macrocrystal 50 MG Oral Capsule",16518,2,311995,100,1,11,"Nitrofurantoin 50 MG Oral Capsule","","SCD","ENG","N","C0979007",1
"Nitrofurantoin Monohyd Macro 100 MG Oral Capsule",115368,12,311992,71,1,24,"Nitrofurantoin 100 MG Oral Capsule","nitrofurantoin 100 MG (as nitrofurantoin macrocrystals) Oral Capsule","SCD","ENG","N","C0979004",1
"Nitroglycerin 0.1 MG/HR Transdermal Patch 24 Hour",100306,2,861657,100,1,7,"24 HR Nitroglycerin 0.1 MG/HR Transdermal Patch","24 HR NTG 0.1 MG/HR Transdermal Patch","SCD","ENG","N","C2720040",1
"Nitroglycerin 0.4 MG SUBL",16522,1,198039,83,1,6,"Nitroglycerin 0.4 MG Sublingual Tablet","NTG 0.4 MG Sublingual Tablet","SCD","ENG","N","C0689781",1
"Nitroglycerin 0.4 MG/HR Transdermal Patch 24 Hour",100308,1,486152,100,1,6,"24 HR Nitroglycerin 0.4 MG/HR Transdermal Patch","24 HR NTG 0.4 MG/HR Transdermal Patch","SCD","ENG","N","C1572624",1
"Nitrolingual 0.4 MG/SPRAY Translingual Solution",31676,1,995019,63,1,14,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [Nitrolingual]","Nitrolingual 400 MCG/ACTUAT Oral Spray","SBD","ENG","N","C0361894",2
"NitroMist 400 MCG/SPRAY Translingual Aerosol Solution",156305,1,705133,56,1,10,"Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [NitroMist]","NitroMist 0.4 MG/ACTUAT Mucosal Spray","SBD","ENG","N","C1948386",2
"Nitrostat 0.3 MG Sublingual Tablet Sublingual",2827,1,207331,86,1,11,"Nitroglycerin 0.3 MG Sublingual Tablet [Nitrostat]","Nitrostat 0.3 MG Sublingual Tablet","SBD","ENG","N","C0708654",2
"Nitrostat 0.4 MG Sublingual Tablet Sublingual",2825,7,207346,86,1,5,"Nitroglycerin 0.4 MG Sublingual Tablet [Nitrostat]","Nitrostat 0.4 MG Sublingual Tablet","SBD","ENG","N","C0708670",2
"Nizatidine 15 MG/ML Oral Solution",155413,5,476872,100,1,14,"Nizatidine 15 MG/ML Oral Solution","nizatidine 75 MG per 5 ML Oral Solution","SCD","ENG","N","C1509586",1
"Nizatidine 150 MG Oral Capsule",100264,1,312025,100,1,20,"Nizatidine 150 MG Oral Capsule","","SCD","ENG","N","C0979044",1
"Nizoral A-D 1 % External Shampoo",25085,1,608844,83,1,7,"Ketoconazole 10 MG/ML Medicated Shampoo [Nizoral]","Nizoral 1 % Medicated Shampoo","SBD","ENG","N","C1640791",2
"Norco 10-325 MG Oral Tablet",29267,3,857001,86,1,15,"Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Norco]","Norco 10/325 (hydrocodone / APAP) Oral Tablet","SBD","ENG","N","C0715196",2
"Norditropin 15 MG/1.5ML SOLN",99889,2,847245,70,1,7,"1.5 ML Somatropin 10 MG/ML Prefilled Syringe [Norditropin]","1.5 ML Norditropin 10 MG/ML Prefilled Syringe","SBD","ENG","N","C0939100",2
"Norditropin FlexPro 15 MG/1.5ML Subcutaneous Solution",156707,2,847245,90,1,6,"1.5 ML Somatropin 10 MG/ML Prefilled Syringe [Norditropin]","1.5 ML Norditropin 10 MG/ML Prefilled Syringe","SBD","ENG","N","C0939100",2
"Norditropin NordiFlex Pen 15 MG/1.5ML SOLN",122512,1,847245,73,1,6,"1.5 ML Somatropin 10 MG/ML Prefilled Syringe [Norditropin]","1.5 ML Norditropin 10 MG/ML Prefilled Syringe","SBD","ENG","N","C0939100",2
"Norditropin NordiFlex Pen 5 MG/1.5ML SOLN",122522,1,847247,73,1,8,"1.5 ML Somatropin 3.33 MG/ML Prefilled Syringe [Norditropin]","Norditropin 3.33 MG/ML 1.5 ML Prefilled Syringe","SBD","ENG","N","C1169559",2
"Norethindrone 0.35 MG Oral Tablet",159638,3,198042,100,1,5,"Norethindrone 0.35 MG Oral Tablet","","SCD","ENG","N","C0689798",1
"Norgestrel-Ethinyl Estradiol 0.3-30 MG-MCG Oral Tablet",151503,2,311359,100,1,4,"Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet","ethinyl estradiol 30 MCG / norgestrel 0.3 MG Oral Tablet","SCD","ENG","N","C0978230",1
"Nortriptyline HCl 10 MG Oral Capsule",18961,6,198045,100,1,33,"Nortriptyline 10 MG Oral Capsule","nortriptyline (as nortriptyline hydrochloride) 10 MG Oral Capsule","SCD","ENG","N","C0689815",1
"Nortriptyline HCl 25 MG Oral Capsule",16555,3,317136,100,1,32,"Nortriptyline 25 MG Oral Capsule","nortriptyline (as nortriptyline hydrochloride) 25 MG Oral Capsule","SCD","ENG","N","C0991723",1
"Nortriptyline HCl 50 MG Oral Capsule",18962,1,198046,100,1,30,"Nortriptyline 50 MG Oral Capsule","nortriptyline (as nortriptyline hydrochloride) 50 MG Oral Capsule","SCD","ENG","N","C0689818",1
"Norvasc 10 MG Oral Tablet",16556,3,212575,100,1,15,"Amlodipine 10 MG Oral Tablet [Norvasc]","Norvasc 10 MG Oral Tablet","SBD","ENG","N","C0715434",2
"Norvasc 5 MG Oral Tablet",16558,4,212549,100,1,13,"Amlodipine 5 MG Oral Tablet [Norvasc]","Norvasc 5 MG Oral Tablet","SBD","ENG","N","C0715406",2
"Norvir 100 MG Oral Capsule",28416,2,152970,100,1,7,"Ritonavir 100 MG Oral Capsule [Norvir]","Norvir 100 MG Oral Capsule","SBD","ENG","N","C0593385",2
"Norvir 100 MG Oral Tablet",156037,2,900577,100,1,7,"Ritonavir 100 MG Oral Tablet [Norvir]","Norvir 100 MG Oral Tablet","SBD","ENG","N","C2741197",2
"NovoLIN 70/30 70-30 % Subcutaneous Suspension",16567,3,213442,58,1,14,"NPH Insulin, Human 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension [Novolin]","Novolin 70/30 Injectable Suspension","SBD","ENG","N","C0716501",2
"NovoLIN N 100 UNIT/ML Subcutaneous Suspension",18971,8,311027,78,1,10,"NPH Insulin, Human 100 UNT/ML Injectable Suspension [Novolin N]","Novolin N 100 UNT/ML Injectable Suspension","SBD","ENG","N","C0977787",2
"NovoLIN R 100 UNIT/ML Injection Solution",16569,5,311033,100,1,15,"Regular Insulin, Human 100 UNT/ML Injectable Solution [Novolin R]","Novolin R 100 UNT/ML Injectable Solution","SBD","ENG","N","C0977793",2
"NovoLOG 100 UNIT/ML Subcutaneous Solution",99670,8,351926,100,1,10,"Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoLog]","NovoLog 100 UNT/ML Injectable Solution","SBD","ENG","N","C1169537",2
"NovoLOG FlexPen 100 UNIT/ML Subcutaneous Solution",111645,11,847265,100,1,7,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoLog]","NovoLog 100 UNT/ML 3 ML Pen","SBD","ENG","N","C2683612",2
"NovoLOG Mix 70/30 70-30 % Subcutaneous Suspension",101452,2,977842,73,1,7,"Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Injectable Suspension [NovoLog Mix]","NovoLog Mix 70/30 Injectable Suspension","SBD","ENG","N","C1169967",2
"NovoLOG Mix 70/30 FlexPen 70-30 % Subcutaneous Suspension",112189,3,977840,75,1,10,"3 ML Insulin, Aspart Protamine, Human 70 UNT/ML / Insulin, Aspart, Human 30 UNT/ML Prefilled Syringe [NovoLog Mix]","Novolog Mix 70/30 3 ML FlexPen","SBD","ENG","N","C2683547",2
"NovoLOG PenFill 100 UNIT/ML Subcutaneous Solution",111594,3,847265,100,1,6,"3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoLog]","NovoLog 100 UNT/ML 3 ML Pen","SBD","ENG","N","C2683612",2
"NPH Insulin",133920,6,1605101,100,1,6,"insulin, isophane","NPH insulin","IN","ENG","N","",8
"Nuedexta 20-10 MG Oral Capsule",160563,1,1040058,86,1,9,"Dextromethorphan Hydrobromide 20 MG / Quinidine Sulfate 10 MG Oral Capsule [Nuedexta]","Nuedexta (dextromethorphan hydrobromide 20 MG / quinidine sulfate 10 MG) Oral Capsule","SBD","ENG","N","C2946985",2
"Numoisyn Mouth/Throat Lozenge",140466,5,439469,50,1,2,"Eucalyptus oil / Menthol Oral Lozenge","","SCDF","ENG","N","C0976836",3
"Nutropin 10 MG Subcutaneous Solution Reconstituted",28186,1,207838,50,1,4,"Somatropin 10 MG/ML Injectable Solution [Nutropin]","Nutropin 10 MG/ML Injectable Solution","SBD","ENG","N","C0709251",2
"Nutropin AQ 10 MG/2ML Subcutaneous Solution",129042,2,864113,80,1,7,"2 ML Somatropin 5 MG/ML Prefilled Syringe [Nutropin]","Nutropin 10 MG per 2 ML Prefilled Pen","SBD","ENG","N","C2722454",2
"Nutropin AQ NuSpin 20 20 MG/2ML Subcutaneous Solution",157085,2,864115,100,1,12,"2 ML Somatropin 10 MG/ML Prefilled Syringe [Nutropin]","2 ML Nutropin AQ NuSpin 20 Cartridge","SBD","ENG","N","C2722456",2
"Nutropin AQ Pen 10 MG/2ML Subcutaneous Solution",101012,3,864113,82,1,8,"2 ML Somatropin 5 MG/ML Prefilled Syringe [Nutropin]","Nutropin 10 MG per 2 ML Prefilled Pen","SBD","ENG","N","C2722454",2
"Nutropin AQ Pen 20 MG/2ML Subcutaneous Solution",139163,1,864115,82,1,9,"2 ML Somatropin 10 MG/ML Prefilled Syringe [Nutropin]","2 ML Nutropin AQ NuSpin 20 Cartridge","SBD","ENG","N","C2722456",2
"NuvaRing 0.12-0.015 MG/24HR Vaginal Ring",101025,9,1367439,91,1,12,"21 DAY Ethinyl Estradiol 0.000625 MG/HR / Etonogestrel 0.005 MG/HR Vaginal Ring [NuvaRing]","NuvaRing 0.12/0.015 MG per 24HR 21 Day Vaginal Ring","SBD","ENG","N","C1965891",2
"Nuvigil 150 MG Oral Tablet",152095,7,805659,100,1,10,"armodafinil 150 MG Oral Tablet [Nuvigil]","Nuvigil 150 MG Oral Tablet","SBD","ENG","N","C2364594",2
"Nuvigil 250 MG Oral Tablet",152122,5,805661,100,1,9,"armodafinil 250 MG Oral Tablet [Nuvigil]","Nuvigil 250 MG Oral Tablet","SBD","ENG","N","C2364596",2
"Nystatin 100000 UNIT/GM External Cream",19135,14,543546,83,1,12,"Nystatin 100000 UNT/ML Topical Cream","nystatin 100,000 UNT/GM Topical Cream","SCD","ENG","N","C1588700",1
"Nystatin 100000 UNIT/GM External Ointment",16598,10,884308,83,1,12,"Nystatin 100 UNT/MG Topical Ointment","nystatin 100,000 UNT/GM Topical Ointment","SCD","ENG","N","C0979076",1
"Nystatin 100000 UNIT/GM External Powder",122810,10,646456,71,1,11,"Nystatin 100 UNT/MG Topical Powder","nystatin 100,000 UNT/GM Topical Powder","SCD","ENG","N","C0979077",1
"Nystatin 100000 UNIT/ML Mouth/Throat Suspension",19136,6,312055,71,1,18,"Nystatin 100000 UNT/ML Oral Suspension","nystatin 100,000 UNT/ML Oral Suspension","SCD","ENG","N","C0979080",1
